declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
75063,1,RI,Rhode Island                  ,0,1975-03-14T00:00:00.000Z,Emergency,URBAN FIRE (PROVIDENCE),Fire,1975-03-24T00:00:00.000Z,1975-03-24T00:00:00.000Z,Turndown,1975-03-24T00:00:00.000Z,0,0,0,0,75063,1975-03-24T00:00:00.000Z,a49ec595-e2ef-46ca-8521-af48545c7009
75067,4,NC,North Carolina                ,0,1975-03-18T00:00:00.000Z,Emergency,TORNADOES,Tornado,1975-04-04T00:00:00.000Z,1975-04-04T00:00:00.000Z,Turndown,1975-04-04T00:00:00.000Z,0,0,0,0,75067,1975-04-04T00:00:00.000Z,d15433bd-b8c4-40fa-b7b8-028c08d0b8e0
75073,1,RI,Rhode Island                  ,0,1975-03-28T00:00:00.000Z,Emergency,URBAN FIRE (WESTERLY),Fire,1975-04-15T00:00:00.000Z,1975-04-15T00:00:00.000Z,Turndown,1975-04-15T00:00:00.000Z,0,0,0,0,75073,1975-04-15T00:00:00.000Z,c6f54f7a-b93c-4e59-b2b2-22bffa011fae
75076,4,MS,Mississippi                   ,0,1975-03-29T00:00:00.000Z,Emergency,FLOODING,Flood,1975-04-10T00:00:00.000Z,1975-04-10T00:00:00.000Z,Turndown,1975-04-10T00:00:00.000Z,0,0,0,0,75076,1975-04-10T00:00:00.000Z,b6d644c0-62b5-49e6-9969-2520c2b6400a
75078,5,WI,Wisconsin                     ,0,1975-04-04T00:00:00.000Z,Emergency,FLOODING,Flood,1975-04-16T00:00:00.000Z,1975-04-16T00:00:00.000Z,Turndown,1975-04-16T00:00:00.000Z,0,0,0,0,75078,1975-04-16T00:00:00.000Z,426ccd81-9551-4183-8beb-77b5544aa621
75080,3,VA,Virginia                      ,0,1975-04-08T00:00:00.000Z,Emergency,HIGH WINDS,Severe Storm,1975-04-18T00:00:00.000Z,1975-04-18T00:00:00.000Z,Turndown,1975-04-18T00:00:00.000Z,0,0,0,0,75080,1975-04-18T00:00:00.000Z,8ada0dcb-333f-4e27-8749-c25715ea6b80
75081,5,IL,Illinois                      ,0,1975-04-14T00:00:00.000Z,Emergency,FLOODS,Flood,1975-04-14T00:00:00.000Z,1975-04-14T00:00:00.000Z,Turndown,1975-04-14T00:00:00.000Z,0,0,0,0,75081,1975-04-14T00:00:00.000Z,d8d6bfcf-76ce-4cfc-990e-cc1192141e06
75082,3,VA,Virginia                      ,0,1975-04-09T00:00:00.000Z,Emergency,FLOODS & TORNADO,Tsunami,1975-05-08T00:00:00.000Z,1975-05-08T00:00:00.000Z,Turndown,1975-05-08T00:00:00.000Z,0,0,0,0,75082,1975-05-08T00:00:00.000Z,72318a99-22b4-49cf-bd75-0cbf87f1bbb5
75086,6,AR,Arkansas                      ,0,1975-05-05T00:00:00.000Z,Major Disaster,FLOODING,Flood,1975-05-05T00:00:00.000Z,1975-05-05T00:00:00.000Z,Turndown,1975-05-05T00:00:00.000Z,0,0,0,0,75086,1975-05-05T00:00:00.000Z,52baed80-cbca-4d58-845a-7d5978dc47e0
75093,3,VA,Virginia                      ,0,1975-05-30T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75093,1975-06-19T00:00:00.000Z,2ec1d737-afb6-49c0-bca0-53379d3a7ec7
75094,5,WI,Wisconsin                     ,0,1975-06-04T00:00:00.000Z,Major Disaster,FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75094,1975-06-19T00:00:00.000Z,71de3a30-2801-488c-b474-5fd972cb8bf3
75099,7,KS,Kansas                        ,0,1975-06-30T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1975-07-18T00:00:00.000Z,1975-07-18T00:00:00.000Z,Turndown,1975-07-18T00:00:00.000Z,0,0,0,0,75099,1975-07-18T00:00:00.000Z,aa6380e6-848c-4d20-9fe0-6e6c8e9b1dab
75200,4,FL,Florida                       ,0,1975-04-18T00:00:00.000Z,Emergency,FLOODING,Flood,1975-04-18T00:00:00.000Z,1975-04-18T00:00:00.000Z,Turndown,1975-04-18T00:00:00.000Z,0,0,0,0,75200,1975-04-18T00:00:00.000Z,240ce471-aae0-4b2f-9965-a6212779f4e7
75201,10,ID,Idaho                         ,0,1975-04-22T00:00:00.000Z,Emergency,EARTHQUAKE,Earthquake,1975-04-22T00:00:00.000Z,1975-04-22T00:00:00.000Z,Turndown,1975-04-22T00:00:00.000Z,0,0,0,0,75201,1975-04-22T00:00:00.000Z,0a588306-b5c3-4e2e-abbc-317fff41e1c6
75202,6,TX,Texas                         ,0,1975-05-13T00:00:00.000Z,Emergency,TORNADOES & HEAVY RAINS,Tornado,1975-05-13T00:00:00.000Z,1975-05-13T00:00:00.000Z,Turndown,1975-05-13T00:00:00.000Z,0,0,0,0,75202,1975-05-13T00:00:00.000Z,1d6fb23d-568b-4192-a7fc-8606c7ffadc6
75203,3,MD,Maryland                      ,0,1975-05-14T00:00:00.000Z,Emergency,HIGH WINDS & WAVE ACTION,Coastal Storm,1975-05-14T00:00:00.000Z,1975-05-14T00:00:00.000Z,Turndown,1975-05-14T00:00:00.000Z,0,0,0,0,75203,1975-05-14T00:00:00.000Z,5272cae3-a3e0-42e4-a292-628682ced5aa
75204,6,TX,Texas                         ,0,1975-05-22T00:00:00.000Z,Emergency,SEVERE STORMS & TORNADOES,Tornado,1975-05-22T00:00:00.000Z,1975-05-22T00:00:00.000Z,Turndown,1975-05-22T00:00:00.000Z,0,0,0,0,75204,1975-05-22T00:00:00.000Z,b6fa7168-6e82-432d-a686-10108e13638f
75205,3,VA,Virginia                      ,0,1975-05-29T00:00:00.000Z,Emergency,FLOODING,Flood,1975-05-29T00:00:00.000Z,1975-05-29T00:00:00.000Z,Turndown,1975-05-29T00:00:00.000Z,0,0,0,0,75205,1975-05-29T00:00:00.000Z,0018e6ef-f01c-40b9-bb01-36d1b6058fb8
75206,1,ME,Maine                         ,0,1975-05-08T00:00:00.000Z,Emergency,"HIGH WINDS, RAIN",Severe Storm,1975-05-08T00:00:00.000Z,1975-05-08T00:00:00.000Z,Turndown,1975-05-08T00:00:00.000Z,0,0,0,0,75206,1975-05-08T00:00:00.000Z,0a9ff393-e59b-4af0-a055-c24f457aa766
75207,4,NC,North Carolina                ,0,1975-06-17T00:00:00.000Z,Emergency,FLOODING,Flood,1975-06-17T00:00:00.000Z,1975-06-17T00:00:00.000Z,Turndown,1975-06-17T00:00:00.000Z,0,0,0,0,75207,1975-06-17T00:00:00.000Z,e4129474-30e3-4a5c-9bfe-62413d1e9e95
75208,6,TX,Texas                         ,0,1975-06-19T00:00:00.000Z,Emergency,FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75208,1975-06-19T00:00:00.000Z,71c9c131-edcc-4fb8-a385-44971b0ca42f
75209,5,WI,Wisconsin                     ,0,1975-06-19T00:00:00.000Z,Emergency,HEAVY RAINFALL & FLOODING,Flood,1975-06-19T00:00:00.000Z,1975-06-19T00:00:00.000Z,Turndown,1975-06-19T00:00:00.000Z,0,0,0,0,75209,1975-06-19T00:00:00.000Z,b559b838-dcfe-46cb-946c-b5391ccb9f45
76002,6,TX,Texas                         ,0,1975-07-09T00:00:00.000Z,Major Disaster,"STORMS, FLOODING & TORNADOES",Tornado,1975-07-18T00:00:00.000Z,1975-07-18T00:00:00.000Z,Turndown,1975-07-18T00:00:00.000Z,0,0,0,0,76002,1975-07-18T00:00:00.000Z,b4a4889d-2c5b-44d9-8c36-a8a2d3d48cee
76005,6,LA,Louisiana                     ,0,1975-07-17T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-08-04T00:00:00.000Z,1975-08-04T00:00:00.000Z,Turndown,1975-08-04T00:00:00.000Z,0,0,0,0,76005,1975-08-04T00:00:00.000Z,d30a5167-ee18-4bc3-b8dc-ac03f0773fdd
76009,2,NY,New York                      ,0,1975-08-14T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-09-03T00:00:00.000Z,1975-09-03T00:00:00.000Z,Turndown,1975-09-03T00:00:00.000Z,0,0,0,0,76009,1975-09-03T00:00:00.000Z,ba54f0a3-b722-4d53-9282-58a5030f5a3a
76010,8,ND,North Dakota                  ,0,1975-08-18T00:00:00.000Z,Major Disaster,STORMS & HIGH WINDS,Severe Storm,1975-09-03T00:00:00.000Z,1975-09-03T00:00:00.000Z,Turndown,1975-09-03T00:00:00.000Z,0,0,0,0,76010,1975-09-03T00:00:00.000Z,3e541e2e-b56f-4a8c-82ca-5010af5454fb
76012,6,TX,Texas                         ,0,1975-09-05T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-09-16T00:00:00.000Z,1975-09-16T00:00:00.000Z,Turndown,1975-09-16T00:00:00.000Z,0,0,0,0,76012,1975-09-16T00:00:00.000Z,9aa26577-e17a-4636-a20b-cdda9c6041f0
76015,2,NJ,New Jersey                    ,0,1975-09-13T00:00:00.000Z,Major Disaster,WATER SUPPLY PROBLEM,Drought,1975-10-01T00:00:00.000Z,1975-10-01T00:00:00.000Z,Turndown,1975-10-01T00:00:00.000Z,0,0,0,0,76015,1975-10-01T00:00:00.000Z,8e9ba676-bebf-491b-a991-eb39ab8d3cfe
76023,3,VA,Virginia                      ,0,1975-10-28T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1975-11-13T00:00:00.000Z,1975-11-13T00:00:00.000Z,Turndown,1975-11-13T00:00:00.000Z,0,0,0,0,76023,1975-11-13T00:00:00.000Z,2e63940e-c40c-4080-a7fb-716ab999e7e1
76024,2,NY,New York                      ,0,1975-11-03T00:00:00.000Z,Major Disaster,FLOODING,Flood,1975-11-14T00:00:00.000Z,1975-11-14T00:00:00.000Z,Turndown,1975-11-14T00:00:00.000Z,0,0,0,0,76024,1975-11-14T00:00:00.000Z,fbbaa754-be68-4e49-bded-9767bd46cc47
76025,4,AL,Alabama                       ,0,1975-12-02T00:00:00.000Z,Major Disaster,STRONG WINDS & HEAVY RAIN,Severe Storm,1975-12-16T00:00:00.000Z,1975-12-16T00:00:00.000Z,Turndown,1975-12-16T00:00:00.000Z,0,0,0,0,76025,1975-12-16T00:00:00.000Z,dd8ad9ab-1dde-438e-bb4e-7357f38628e9
76030,6,OK,Oklahoma                      ,0,1975-12-15T00:00:00.000Z,Major Disaster,GAS EXPLOSION,Other,1975-12-31T00:00:00.000Z,1975-12-31T00:00:00.000Z,Turndown,1975-12-31T00:00:00.000Z,0,0,0,0,76030,1975-12-31T00:00:00.000Z,92c259f0-fdb3-4bf2-b7a9-dd00646c5f19
76031,1,ME,Maine                         ,0,1976-02-18T00:00:00.000Z,Major Disaster,FLOODING,Flood,1976-03-01T00:00:00.000Z,1976-03-01T00:00:00.000Z,Turndown,1976-03-01T00:00:00.000Z,0,0,0,0,76031,1976-03-01T00:00:00.000Z,94384255-8489-47c8-bc5c-e03b0c6b5cfd
76033,5,IL,Illinois                      ,0,1976-03-12T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1976-03-24T00:00:00.000Z,1976-03-24T00:00:00.000Z,Turndown,1976-03-24T00:00:00.000Z,0,0,0,0,76033,1976-03-24T00:00:00.000Z,8564bca8-f12a-459e-bff2-723ade2e851c
76036,5,IN,Indiana                       ,0,1976-03-19T00:00:00.000Z,Major Disaster,"STORMS, FLOODING, & TORNADOES",Tsunami,1976-03-25T00:00:00.000Z,1976-03-25T00:00:00.000Z,Turndown,1976-03-25T00:00:00.000Z,0,0,0,0,76036,1976-03-25T00:00:00.000Z,4efb6cce-01e4-449a-81e1-ee925ef752f2
76037,4,AL,Alabama                       ,0,1976-03-24T00:00:00.000Z,Major Disaster,"TORNADOES,STRONG WINDS,RAINS",Tornado,1976-04-07T00:00:00.000Z,1976-04-07T00:00:00.000Z,Turndown,1976-04-07T00:00:00.000Z,0,0,0,0,76037,1976-04-07T00:00:00.000Z,ba69d06f-0769-4098-a764-f725888b2e97
76046,6,TX,Texas                         ,0,1976-06-01T00:00:00.000Z,Major Disaster,SEVERE STORMS,Severe Storm,1976-06-11T00:00:00.000Z,1976-06-11T00:00:00.000Z,Turndown,1976-06-11T00:00:00.000Z,0,0,0,0,76046,1976-06-11T00:00:00.000Z,1325dad0-8cd7-4c8d-bcba-724f5f37cc3e
76061,2,NY,New York                      ,0,1976-07-14T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1976-07-21T00:00:00.000Z,1976-07-21T00:00:00.000Z,Turndown,1976-07-21T00:00:00.000Z,0,0,0,0,76061,1976-07-21T00:00:00.000Z,e535ad47-f01a-4cde-be4d-a39be7c87bcb
76065,6,TX,Texas                         ,0,1976-07-20T00:00:00.000Z,Major Disaster,FLOODING,Flood,1976-07-30T00:00:00.000Z,1976-07-30T00:00:00.000Z,Turndown,1976-07-30T00:00:00.000Z,0,0,0,0,76065,1976-07-30T00:00:00.000Z,bfaba7b0-0799-4d50-a2f1-a88af735b138
76066,7,KS,Kansas                        ,0,1976-07-22T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1976-07-30T00:00:00.000Z,1976-07-30T00:00:00.000Z,Turndown,1976-07-30T00:00:00.000Z,0,0,0,0,76066,1976-07-30T00:00:00.000Z,bcbc1e36-5402-4bad-ac17-5bb3dee8f9c5
76080,2,NY,New York                      ,0,1976-09-08T00:00:00.000Z,Major Disaster,FLOOD,Flood,1976-09-29T00:00:00.000Z,1976-09-29T00:00:00.000Z,Turndown,1976-09-29T00:00:00.000Z,0,0,0,0,76080,1976-09-29T00:00:00.000Z,d67c43a0-ce59-473b-ac44-105e1259ea77
76200,3,MD,Maryland                      ,0,1975-07-16T00:00:00.000Z,Emergency,HEAVY RAINS & FLOODING,Flood,1975-07-16T00:00:00.000Z,1975-07-16T00:00:00.000Z,Turndown,1975-07-16T00:00:00.000Z,0,0,0,0,76200,1975-07-16T00:00:00.000Z,bd5dbb38-48cc-4ebc-bb3b-ebab826bccbb
76201,3,MD,Maryland                      ,0,1975-07-17T00:00:00.000Z,Emergency,"HIGH WNDS,HVY RAINS,&FLOODING",Flood,1975-07-17T00:00:00.000Z,1975-07-17T00:00:00.000Z,Turndown,1975-07-17T00:00:00.000Z,0,0,0,0,76201,1975-07-17T00:00:00.000Z,3db7d922-8121-4753-8ede-48bca858e656
76202,9,NV,Nevada                        ,0,1975-07-17T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-17T00:00:00.000Z,1975-07-17T00:00:00.000Z,Turndown,1975-07-17T00:00:00.000Z,0,0,0,0,76202,1975-07-17T00:00:00.000Z,a3fc9a6e-396b-4a3f-9a4f-aed9ac8fb518
76203,1,CT,Connecticut                   ,0,1975-07-24T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-24T00:00:00.000Z,1975-07-24T00:00:00.000Z,Turndown,1975-07-24T00:00:00.000Z,0,0,0,0,76203,1975-07-24T00:00:00.000Z,0fea52a8-7c1e-489c-90da-dead2e57e982
76204,7,IA,Iowa                          ,0,1975-07-24T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-24T00:00:00.000Z,1975-07-24T00:00:00.000Z,Turndown,1975-07-24T00:00:00.000Z,0,0,0,0,76204,1975-07-24T00:00:00.000Z,c128f4b5-cf0b-4a8f-87da-40a9a258ce08
76205,3,MD,Maryland                      ,0,1975-07-28T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-28T00:00:00.000Z,1975-07-28T00:00:00.000Z,Turndown,1975-07-28T00:00:00.000Z,0,0,0,0,76205,1975-07-28T00:00:00.000Z,183300aa-2fee-424b-aa6d-3ffe2228e02a
76206,6,LA,Louisiana                     ,0,1975-07-30T00:00:00.000Z,Emergency,FLOODING,Flood,1975-07-30T00:00:00.000Z,1975-07-30T00:00:00.000Z,Turndown,1975-07-30T00:00:00.000Z,0,0,0,0,76206,1975-07-30T00:00:00.000Z,1cb13176-6c0d-453e-a8ec-da4c997f9199
76207,9,CA,California                    ,0,1975-08-11T00:00:00.000Z,Emergency,HIGH WINDS & FLOODING,Flood,1975-08-11T00:00:00.000Z,1975-08-11T00:00:00.000Z,Turndown,1975-08-11T00:00:00.000Z,0,0,0,0,76207,1975-08-11T00:00:00.000Z,960c7de3-c669-433d-a819-d27e9087ef49
76208,3,PA,Pennsylvania                  ,0,1975-08-11T00:00:00.000Z,Emergency,FLOODING,Flood,1975-08-11T00:00:00.000Z,1975-08-11T00:00:00.000Z,Turndown,1975-08-11T00:00:00.000Z,0,0,0,0,76208,1975-08-11T00:00:00.000Z,be6cfd52-d349-4d43-8ed4-9f55ceb60d1d
76209,9,CA,California                    ,0,1975-08-11T00:00:00.000Z,Emergency,EARTHQUAKE & AFTERSHOCKS,Flood,1975-08-11T00:00:00.000Z,1975-08-11T00:00:00.000Z,Turndown,1975-08-11T00:00:00.000Z,0,0,0,0,76209,1975-08-11T00:00:00.000Z,4b1b9d6f-6275-4b87-9749-8a386da38266
76210,4,MS,Mississippi                   ,0,1975-08-21T00:00:00.000Z,Emergency,FLOODING,Flood,1975-08-21T00:00:00.000Z,1975-08-21T00:00:00.000Z,Turndown,1975-08-21T00:00:00.000Z,0,0,0,0,76210,1975-08-21T00:00:00.000Z,c522c18f-1c51-4690-b9e9-f26744e3fa80
76211,8,ND,North Dakota                  ,0,1975-09-10T00:00:00.000Z,Emergency,SEVERE THUNDERSTORM & FLOODING,Flood,1975-09-10T00:00:00.000Z,1975-09-10T00:00:00.000Z,Turndown,1975-09-10T00:00:00.000Z,0,0,0,0,76211,1975-09-10T00:00:00.000Z,e52ac8e7-556e-400a-b253-f7f6d7a07893
76212,3,VA,Virginia                      ,0,1975-10-03T00:00:00.000Z,Emergency,FLOODING,Flood,1975-10-03T00:00:00.000Z,1975-10-03T00:00:00.000Z,Turndown,1975-10-03T00:00:00.000Z,0,0,0,0,76212,1975-10-03T00:00:00.000Z,9235d89a-75df-4bdb-9c21-f098579f560b
76214,1,MA,Massachusetts                 ,0,1975-10-10T00:00:00.000Z,Emergency,NATURAL GAS EXPLOSION,Human Cause,1975-10-10T00:00:00.000Z,1975-10-10T00:00:00.000Z,Turndown,1975-10-10T00:00:00.000Z,0,0,0,0,76214,1975-10-10T00:00:00.000Z,04f09d4a-72d9-44ca-8d1a-b93fb084fe83
76216,2,NY,New York                      ,0,1975-12-08T00:00:00.000Z,Emergency,FLOOD,Flood,1975-12-08T00:00:00.000Z,1975-12-08T00:00:00.000Z,Turndown,1975-12-08T00:00:00.000Z,0,0,0,0,76216,1975-12-08T00:00:00.000Z,6f01a5ae-52e0-44d0-9b3f-0ce8948cb420
76218,5,OH,Ohio                          ,0,1975-07-29T00:00:00.000Z,Emergency,FLOOD,Flood,1975-07-29T00:00:00.000Z,1975-07-29T00:00:00.000Z,Turndown,1975-07-29T00:00:00.000Z,0,0,0,0,76218,1975-07-29T00:00:00.000Z,c70ef9c3-6551-413d-9a7c-60a6571add64
76219,2,NY,New York                      ,0,1975-09-24T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-24T00:00:00.000Z,1975-09-24T00:00:00.000Z,Turndown,1975-09-24T00:00:00.000Z,0,0,0,0,76219,1975-09-24T00:00:00.000Z,c1207246-f279-4961-b1f1-cb5744632945
76220,7,IA,Iowa                          ,0,1975-09-26T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-26T00:00:00.000Z,1975-09-26T00:00:00.000Z,Turndown,1975-09-26T00:00:00.000Z,0,0,0,0,76220,1975-09-26T00:00:00.000Z,ca8b8334-e789-4db5-b51f-2688f9069d5c
76221,6,NM,New Mexico                    ,0,1975-09-26T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-26T00:00:00.000Z,1975-09-26T00:00:00.000Z,Turndown,1975-09-26T00:00:00.000Z,0,0,0,0,76221,1975-09-26T00:00:00.000Z,ae4a5141-602e-41c0-a91d-a4f765f2bab6
76222,6,TX,Texas                         ,0,1975-09-29T00:00:00.000Z,Emergency,FLOOD,Flood,1975-09-29T00:00:00.000Z,1975-09-29T00:00:00.000Z,Turndown,1975-09-29T00:00:00.000Z,0,0,0,0,76222,1975-09-29T00:00:00.000Z,ce12eec5-320d-462f-87d3-5f6bf3f10990
76223,1,CT,Connecticut                   ,0,1975-10-02T00:00:00.000Z,Emergency,FLOOD,Flood,1975-10-02T00:00:00.000Z,1975-10-02T00:00:00.000Z,Turndown,1975-10-02T00:00:00.000Z,0,0,0,0,76223,1975-10-02T00:00:00.000Z,0f70c8a0-0798-413d-8510-b055a12c321e
76224,2,NY,New York                      ,0,1975-10-15T00:00:00.000Z,Emergency,FLOOD,Flood,1975-10-15T00:00:00.000Z,1975-10-15T00:00:00.000Z,Turndown,1975-10-15T00:00:00.000Z,0,0,0,0,76224,1975-10-15T00:00:00.000Z,45cc1ab1-0f51-4dfe-bbac-56c937706b1f
76226,4,NC,North Carolina                ,0,1975-12-15T00:00:00.000Z,Emergency,FLOOD,Flood,1975-12-15T00:00:00.000Z,1975-12-15T00:00:00.000Z,Turndown,1975-12-15T00:00:00.000Z,0,0,0,0,76226,1975-12-15T00:00:00.000Z,76dab152-95c1-43b1-9552-17055055cfbc
76227,10,OR,Oregon                        ,0,1975-12-30T00:00:00.000Z,Emergency,FLOOD,Flood,1975-12-30T00:00:00.000Z,1975-12-30T00:00:00.000Z,Turndown,1975-12-30T00:00:00.000Z,0,0,0,0,76227,1975-12-30T00:00:00.000Z,dd20bcc8-e058-4fb4-bf65-8c5fc7dad0fb
76228,4,FL,Florida                       ,0,1976-01-16T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-01-16T00:00:00.000Z,1976-01-16T00:00:00.000Z,Turndown,1976-01-16T00:00:00.000Z,0,0,0,0,76228,1976-01-16T00:00:00.000Z,a6b507e8-827e-4fca-ac9f-cc20ec6dbd3b
76229,8,MT,Montana                       ,0,1976-01-16T00:00:00.000Z,Emergency,URBAN FIRE,Fire,1976-01-16T00:00:00.000Z,1976-01-16T00:00:00.000Z,Turndown,1976-01-16T00:00:00.000Z,0,0,0,0,76229,1976-01-16T00:00:00.000Z,96f2771b-7322-430c-8184-4d39c49ef9fc
76231,1,ME,Maine                         ,0,1976-02-11T00:00:00.000Z,Emergency,"RAIN,WINDSTORMS,FLOODING",Flood,1976-02-11T00:00:00.000Z,1976-02-11T00:00:00.000Z,Turndown,1976-02-11T00:00:00.000Z,0,0,0,0,76231,1976-02-11T00:00:00.000Z,24c8ba56-f08c-424c-9602-144c64f5cc1d
76234,2,NY,New York                      ,0,1976-02-26T00:00:00.000Z,Emergency,FLOODING & ICE JAMS,Flood,1976-02-26T00:00:00.000Z,1976-02-26T00:00:00.000Z,Turndown,1976-02-26T00:00:00.000Z,0,0,0,0,76234,1976-02-26T00:00:00.000Z,6b272e56-219c-47c5-8c19-c828df175bc3
76235,4,MS,Mississippi                   ,0,1976-02-27T00:00:00.000Z,Emergency,TORNADOES,Tornado,1976-02-27T00:00:00.000Z,1976-02-27T00:00:00.000Z,Turndown,1976-02-27T00:00:00.000Z,0,0,0,0,76235,1976-02-27T00:00:00.000Z,fc1c15d1-3a5b-42b7-8811-5988d4b38574
76236,4,KY,Kentucky                      ,0,1976-02-27T00:00:00.000Z,Emergency,FLOODING,Flood,1976-02-27T00:00:00.000Z,1976-02-27T00:00:00.000Z,Turndown,1976-02-27T00:00:00.000Z,0,0,0,0,76236,1976-02-27T00:00:00.000Z,8c29d436-80a9-42b1-947c-656cec0abc9b
76237,2,NY,New York                      ,0,1976-03-02T00:00:00.000Z,Emergency,ICE JAMS,Snowstorm,1976-03-02T00:00:00.000Z,1976-03-02T00:00:00.000Z,Turndown,1976-03-02T00:00:00.000Z,0,0,0,0,76237,1976-03-02T00:00:00.000Z,000524ee-a2c9-42e5-b6ca-9a62bf9071a2
76238,7,MO,Missouri                      ,0,1976-03-02T00:00:00.000Z,Emergency,TORNADOES,Tornado,1976-03-02T00:00:00.000Z,1976-03-02T00:00:00.000Z,Turndown,1976-03-02T00:00:00.000Z,0,0,0,0,76238,1976-03-02T00:00:00.000Z,5a67320a-cd51-4dfa-8f6e-e902f81f20b5
76241,6,TX,Texas                         ,0,1976-03-17T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-03-17T00:00:00.000Z,1976-03-17T00:00:00.000Z,Turndown,1976-03-17T00:00:00.000Z,0,0,0,0,76241,1976-03-17T00:00:00.000Z,6191f245-6672-439c-b548-59d782bbe603
76242,6,LA,Louisiana                     ,0,1976-04-08T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-04-08T00:00:00.000Z,1976-04-08T00:00:00.000Z,Turndown,1976-04-08T00:00:00.000Z,0,0,0,0,76242,1976-04-08T00:00:00.000Z,b3af8f7e-2fdb-49bf-8ad9-88c07195bb68
76243,1,VT,Vermont                       ,0,1976-04-13T00:00:00.000Z,Emergency,FLOOD,Flood,1976-04-13T00:00:00.000Z,1976-04-13T00:00:00.000Z,Turndown,1976-04-13T00:00:00.000Z,0,0,0,0,76243,1976-04-13T00:00:00.000Z,7001a3c6-023a-4388-9106-40e62f31a2ca
76244,5,MI,Michigan                      ,0,1976-04-13T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-04-13T00:00:00.000Z,1976-04-13T00:00:00.000Z,Turndown,1976-04-13T00:00:00.000Z,0,0,0,0,76244,1976-04-13T00:00:00.000Z,0407205a-eef2-44e3-a911-a463d8121220
76245,2,NJ,New Jersey                    ,0,1976-03-30T00:00:00.000Z,Emergency,WINDSTORM,Severe Storm,1976-03-30T00:00:00.000Z,1976-03-30T00:00:00.000Z,Turndown,1976-03-30T00:00:00.000Z,0,0,0,0,76245,1976-03-30T00:00:00.000Z,a83fb5ac-72db-456c-846a-35e73c6512cb
76246,4,AL,Alabama                       ,0,1976-04-16T00:00:00.000Z,Emergency,TORNADO & FLOOD,Tsunami,1976-04-16T00:00:00.000Z,1976-04-16T00:00:00.000Z,Turndown,1976-04-16T00:00:00.000Z,0,0,0,0,76246,1976-04-16T00:00:00.000Z,a902ef93-8961-4cb1-8acb-43cb3f62cfa6
76247,2,NY,New York                      ,0,1976-04-22T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-04-22T00:00:00.000Z,1976-04-22T00:00:00.000Z,Turndown,1976-04-22T00:00:00.000Z,0,0,0,0,76247,1976-04-22T00:00:00.000Z,be1137de-1cc2-4cad-8552-c23daad308a8
76248,5,IN,Indiana                       ,0,1976-04-23T00:00:00.000Z,Emergency,TORNADO,Tornado,1976-04-23T00:00:00.000Z,1976-04-23T00:00:00.000Z,Turndown,1976-04-23T00:00:00.000Z,0,0,0,0,76248,1976-04-23T00:00:00.000Z,1df72920-18e3-42f9-8954-9f4ed82b73c9
76249,1,ME,Maine                         ,0,1976-04-23T00:00:00.000Z,Emergency,FLOOD,Flood,1976-04-23T00:00:00.000Z,1976-04-23T00:00:00.000Z,Turndown,1976-04-23T00:00:00.000Z,0,0,0,0,76249,1976-04-23T00:00:00.000Z,fac4baa5-e356-44d9-bca0-99f8193bf631
